BranchesFrom,Vessel,VesselType,VesselSubType,BodyPart,BodySubPart,PortalSystem,FTU,Sex,Anastomoses,ArteryVeinConnects,ArteryVeinPair,ForBranchesSee,VirtualVessel,BranchSequence,SpatialReferenceObjectFemale,SpatialReferenceObjectMale,CoordX,CoordY,ReferenceURL,Reference,ReferenceDOI,VesselTypeID,VesselSubTypeID,BodyPartID,BodySubPartID,FTULabel,FTUID,UBERON,FMA,UBERONLabel,FMALabel,ASLabel,ASID,OtherUberonFmaNameList,TerminologiaAnatomica,OtherVesselNameList,VesselBaseName,FullVesselNameList,HasBranches,VirtualVesselOfList,VirtualVesselOfCount,VirtualInstances,VirtualPath,PathFromHeart,PathFromHeartWithIDs
pharyngeal trunk,middle pharyngeal artery,artery,,neck,,,,,,,,,0,999,,,,,http://www.ajnr.org/content/23/7/1246,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,UBERON:0001637,,UBERON:0000974,,,,,,,,,,,,,middle pharyngeal artery,middle pharyngeal artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;ascending pharyngeal artery;pharyngeal trunk;middle pharyngeal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;ascending pharyngeal artery;Ascending pharyngeal artery;fma49497;pharyngeal trunk;;;middle pharyngeal artery;;
pharyngeal trunk,superior pharyngeal artery,artery,,neck,,,,,,,,,0,999,,,,,http://www.ajnr.org/content/23/7/1246,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,UBERON:0001637,,UBERON:0000974,,,,,,,,,,,,,superior pharyngeal artery,superior pharyngeal artery,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;ascending pharyngeal artery;pharyngeal trunk;superior pharyngeal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;ascending pharyngeal artery;Ascending pharyngeal artery;fma49497;pharyngeal trunk;;;superior pharyngeal artery;;
superior pharyngeal artery,pterygovaginal artery,artery,,head,,,,,,,,,0,1,,,,,http://www.ajnr.org/content/23/7/1246,"Lotfi Hacein-Bey, David L. Daniels, John L. Ulmer, Leighton P. Mark, Michelle M. Smith, James M. Strottmann, Douglas Brown, Glenn A. Meyer, Phillip A. Wackym. American Journal of Neuroradiology Aug 2002, 23 (7) 1246-1256",,UBERON:0001637,,UBERON:0000033,,,,,,,,,,,,,pterygovaginal artery,pterygovaginal artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;ascending pharyngeal artery;pharyngeal trunk;superior pharyngeal artery;pterygovaginal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;ascending pharyngeal artery;Ascending pharyngeal artery;fma49497;pharyngeal trunk;;;superior pharyngeal artery;;;pterygovaginal artery;;
external carotid artery,facial artery,artery,,face,,,,,,,facial vein,,0,4,,,,,https://en.wikipedia.org/wiki/Facial_artery,https://en.wikipedia.org/wiki/Facial_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0001612,fma49549,facial artery,Facial artery,facial artery,UBERON:0001612,External maxillary artery,Facial artery,,facial artery,External maxillary artery;facial artery,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612
facial artery,angular artery,artery,,face,,,,,ophthalmic artery,,angular vein,,0,999,,,,,https://en.wikipedia.org/wiki/Angular_artery,https://en.wikipedia.org/wiki/Angular_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0010408,fma49583,ocular angle artery,Angular artery,ocular angle artery,UBERON:0010408,,Angular artery,,angular artery,angular artery;ocular angle artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;angular artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;angular artery;ocular angle artery;UBERON:0010408
facial artery,ascending palatine artery,artery,,face,,,,,,,,,0,1,,,,,https://en.wikipedia.org/wiki/Ascending_palatine_artery,https://en.wikipedia.org/wiki/Ascending_palatine_artery,,UBERON:0001637,,UBERON:0001456,,,,,fma49555,,Ascending palatine artery,Ascending palatine artery,fma49555,Ascending palatine branch of facial artery,Ascending palatine artery,,ascending palatine artery,ascending palatine artery;Ascending palatine branch of facial artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;ascending palatine artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;ascending palatine artery;Ascending palatine artery;fma49555
facial artery,glandular branches of facial artery,artery,,face,,,,,,,,,0,3,,,,,https://en.wikipedia.org/wiki/Glandular_branches_of_facial_artery,https://en.wikipedia.org/wiki/Glandular_branches_of_facial_artery,,UBERON:0001637,,UBERON:0001456,,,,,fma71675,,Set of glandular branches of facial artery,Set of glandular branches of facial artery,fma71675,Glandular branches of facial artery,Glandular branches of facial artery,,glandular branches of facial artery,glandular branches of facial artery;Set of glandular branches of facial artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;glandular branches of facial artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;glandular branches of facial artery;Set of glandular branches of facial artery;fma71675
facial artery,inferior labial artery,artery,,face,,,,,,,inferior labial vein,,0,5,,,,,https://en.wikipedia.org/wiki/Inferior_labial_artery,https://en.wikipedia.org/wiki/Inferior_labial_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0003471,fma49567,artery of lower lip,Inferior labial artery,artery of lower lip,UBERON:0003471,arteria labialis inferior;inferior labial branch of facial artery;ramus labialis inferior (arteria facialis);ramus labialis inferior arteriae facialis,Inferior labial artery,,inferior labial artery,arteria labialis inferior;artery of lower lip;inferior labial artery;inferior labial branch of facial artery;ramus labialis inferior (arteria facialis);ramus labialis inferior arteriae facialis,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;inferior labial artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;inferior labial artery;artery of lower lip;UBERON:0003471
facial artery,lateral nasal artery,artery,,face,,,,,,,,,0,7,,,,,https://en.wikipedia.org/wiki/Lateral_nasal_branch_of_facial_artery,https://en.wikipedia.org/wiki/Lateral_nasal_branch_of_facial_artery,,UBERON:0001637,,UBERON:0001456,,,,,fma49580,,Lateral nasal artery,Lateral nasal artery,fma49580,Lateral nasal branch of facial artery,,,lateral nasal artery,lateral nasal artery;Lateral nasal branch of facial artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;lateral nasal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;lateral nasal artery;Lateral nasal artery;fma49580
facial artery,submental artery,artery,,face,,,,,,,submental vein,,0,4,,,,,https://en.wikipedia.org/wiki/Submental_artery,https://en.wikipedia.org/wiki/Submental_artery,,UBERON:0001637,,UBERON:0001456,,,,,fma49561,,Submental artery,Submental artery,fma49561,,Submental artery,,submental artery,submental artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;submental artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;submental artery;Submental artery;fma49561
facial artery,superior labial artery,artery,,face,,,,,,,superior labial vein,,0,6,,,,,https://en.wikipedia.org/wiki/Superior_labial_artery,https://en.wikipedia.org/wiki/Superior_labial_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0003470,fma49570,artery of upper lip,Superior labial artery,artery of upper lip,UBERON:0003470,arteria labialis superior;ramus labialis superior arteriae facialis;superior labial branch of facial artery,Superior labial artery,,superior labial artery,arteria labialis superior;artery of upper lip;ramus labialis superior arteriae facialis;superior labial artery;superior labial branch of facial artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;superior labial artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;superior labial artery;artery of upper lip;UBERON:0003470
facial artery,tonsillar branch of facial artery,artery,,face,,,,,,,,,0,2,,,,,https://en.wikipedia.org/wiki/Tonsillar_branch_of_the_facial_artery,https://en.wikipedia.org/wiki/Tonsillar_branch_of_the_facial_artery,,UBERON:0001637,,UBERON:0001456,,,,,fma49558,,Tonsillar artery,Tonsillar artery,fma49558,Tonsillar branch of facial artery,Tonsillar branch of facial artery,,tonsillar branch of facial artery,Tonsillar artery;tonsillar branch of facial artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;facial artery;tonsillar branch of facial artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;facial artery;facial artery;UBERON:0001612;tonsillar branch of facial artery;Tonsillar artery;fma49558
external carotid artery,lingual artery,artery,,face,,,,,,,lingual vein,,0,3,,,,,https://en.wikipedia.org/wiki/Lingual_artery,https://en.wikipedia.org/wiki/Lingual_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0001610,fma49526,lingual artery,Lingual artery,lingual artery,UBERON:0001610,lingual branch of external carotid artery,Lingual artery,,lingual artery,lingual artery;lingual branch of external carotid artery,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;lingual artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;lingual artery;lingual artery;UBERON:0001610
lingual artery,deep lingual artery,artery,,face,,,,,,,deep lingual vein,,0,1,,,,,https://en.wikipedia.org/wiki/Lingual_artery,https://en.wikipedia.org/wiki/Lingual_artery,,UBERON:0001637,,UBERON:0001456,,,,,fma49532,,Third part of lingual artery,Third part of lingual artery,fma49532,Deep lingual artery;Profunda artery of tongue,Deep lingual artery,,deep lingual artery,deep lingual artery;Profunda artery of tongue;Third part of lingual artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;lingual artery;deep lingual artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;lingual artery;lingual artery;UBERON:0001610;deep lingual artery;Third part of lingual artery;fma49532
lingual artery,dorsal lingual artery,artery,,face,,,,,,,dorsal lingual vein,,0,999,,,,,https://www.ncbi.nlm.nih.gov/books/NBK554513/,"Lettau J, Bordoni B. Anatomy, Head and Neck, Lingual Artery. [Updated 2020 Jul 27]. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2020 Jan-. Available from: https://www.ncbi.nlm.nih.gov/books/NBK554513/",,UBERON:0001637,,UBERON:0001456,,,,,fma49546,,Dorsal lingual artery,Dorsal lingual artery,fma49546,Dorsal lingual branch of lingual artery,Dorsal lingual branches of lingual artery,,dorsal lingual artery,dorsal lingual artery;Dorsal lingual branch of lingual artery;Dorsal lingual branches of lingual artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;lingual artery;dorsal lingual artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;lingual artery;lingual artery;UBERON:0001610;dorsal lingual artery;Dorsal lingual artery;fma49546
lingual artery,sublingual artery,artery,,face,,,,,,,sublingual vein,,0,2,,,,,https://en.wikipedia.org/wiki/Lingual_artery,https://en.wikipedia.org/wiki/Lingual_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0001611,fma49543,sublingual artery,Sublingual artery,sublingual artery,UBERON:0001611,sublingual branch of lingual artery,Sublingual artery,,sublingual artery,sublingual artery;sublingual branch of lingual artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;lingual artery;sublingual artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;lingual artery;lingual artery;UBERON:0001610;sublingual artery;sublingual artery;UBERON:0001611
external carotid artery,maxillary artery,artery,,face,,,,,,,maxillary vein,,0,7,,,,,https://en.wikipedia.org/wiki/Maxillary_artery,https://en.wikipedia.org/wiki/Maxillary_artery,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0001616,fma49675,maxillary artery,Maxillary artery,maxillary artery,UBERON:0001616,Internal maxillary artery,Maxillary artery,,maxillary artery,Internal maxillary artery;maxillary artery,1,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;maxillary artery;maxillary artery;UBERON:0001616
maxillary artery,accessory meningeal artery,artery,,head,,,,,,,,,0,5,,,,,https://en.wikipedia.org/wiki/Accessory_meningeal_artery,https://en.wikipedia.org/wiki/Accessory_meningeal_artery,,UBERON:0001637,,UBERON:0000033,,,,,fma79467,,Accessory meningeal artery,Accessory meningeal artery,fma79467,,Accessory branch of middle meningeal artery,,accessory meningeal artery,Accessory branch of middle meningeal artery;accessory meningeal artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;accessory meningeal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;maxillary artery;maxillary artery;UBERON:0001616;accessory meningeal artery;Accessory meningeal artery;fma79467
maxillary artery,alveolar artery,artery,,face,,,,,,,,,0,7,,,,,http://purl.obolibrary.org/obo/UBERON_0009654,http://purl.obolibrary.org/obo/UBERON_0009654,,UBERON:0001637,,UBERON:0001456,,,,UBERON:0009654,,alveolar artery,,alveolar artery,UBERON:0009654,,,,alveolar artery,alveolar artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;alveolar artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;maxillary artery;maxillary artery;UBERON:0001616;alveolar artery;alveolar artery;UBERON:0009654
maxillary artery,anterior deep temporal artery,artery,,head,,,,,,,,,0,12,,,,,https://en.wikipedia.org/wiki/Deep_temporal_arteries,https://en.wikipedia.org/wiki/Deep_temporal_arteries,,UBERON:0001637,,UBERON:0000033,,,,,fma49745,,Anterior deep temporal artery,Anterior deep temporal artery,fma49745,,Anterior deep temporal artery,,anterior deep temporal artery,anterior deep temporal artery,0,,0,2,left common carotid artery;right common carotid artery,left ventricle;aorta;ascending aorta;aortic arch;common carotid artery;external carotid artery;maxillary artery;anterior deep temporal artery,left ventricle;heart left ventricle;UBERON:0002084;aorta;aorta;UBERON:0000947;ascending aorta;ascending aorta;UBERON:0001496;aortic arch;arch of aorta;UBERON:0001508;common carotid artery;common carotid artery plus branches;UBERON:0001530;external carotid artery;external carotid artery;UBERON:0001070;maxillary artery;maxillary artery;UBERON:0001616;anterior deep temporal artery;Anterior deep temporal artery;fma49745
